_name,GOG Delta Cash no-beta,GOG Cash Gamma (USD),Vega curr. global,Theta curr. global,GOG IR01 (USD),GOG CR01 (USD),GOG PV10% Risky,GOG VoD0 (USD),GOG RR01 (USD),Issuer,Number of securities,Asset Value curr. global,Strike,Underlying Spot,Delta,Delta Cash,FX Rate,GOG FX,FX Delta,TYPESICO,Notional (bonds),Notional (swaps),Clearing ID,Contract size,Instrument type,GOG Instrument Name,Epsilon curr. global,Weighted Vega,Beta,GOG CB Premium (USD),Delta curr. global,Delta long,Delta short,Vega long,Vega short,REF:RIC,GOG_IT Portfolio/Position Code,SMOBook,Allotment,Currency,Nominal,GOG MARK (DLY),Underlying Currency,Instrument code,Folio Path (SLOW!!)
USD versus KRW 2014/11/17 NDF,,,,-1.24,0.00,,,,,,"35,416.86","1,149.35",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/11/17 NDF,,,,,,,,,,,"117,380.00",AVTHG003,NDF,KRW,,"1,133.79",,68933366,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/12/05 NDF,,,,-5.68,0.00,,,,,,"161,629.58","2,764.72",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/12/05 NDF,,,,,,,,,,,"118,519.00",AVTHG003,NDF,KRW,,"1,133.79",,68937494,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/12/10 NDF,,,,-6.47,0.00,,,,,,"184,163.46","6,698.28",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/12/10 NDF,,,,,,,,,,,"118,789.00",AVTHG003,NDF,KRW,,"1,133.79",,68938626,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/12/04 NDF,,,,-0.31,0.00,,,,,,"8,899.53",211.88,,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/12/04 NDF,,,,,,,,,,,"120,177.00",AVTHG003,NDF,KRW,,"1,133.79",,68943617,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2015/01/15 NDF,,,,1.43,0.00,,,,,,"-40,795.19","-1,881.59",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2015/01/15 NDF,,,,,,,,,,,"120,537.00",AVTHG003,NDF,KRW,,"1,133.79",,68944979,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/12/18 NDF,,,,-29.11,0.00,,,,,,"828,396.19","38,447.36",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/12/18 NDF,,,,,,,,,,,"120,721.00",AVTHG003,NDF,KRW,,"1,133.79",,68945578,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2014/12/23 NDF,,,,-8.77,0.00,,,,,,"249,659.50","7,155.10",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2014/12/23 NDF,,,,,,,,,,,"120,726.00",AVTHG003,NDF,KRW,,"1,133.79",,68933720,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2015/01/02 NDF,,,,43.61,0.01,,,,,,"-1,241,186.32","-37,870.59",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2015/01/02 NDF,,,,,,,,,,,"120,788.00",AVTHG003,NDF,KRW,,"1,133.79",,68945690,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2016/07/26 NDF,,,,68.10,0.01,,,,,,"-1,938,035.13","-1,527.93",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2016/07/26 NDF,,,,,,,,,,,"144,450.00",AVTHG003,NDF,KRW,,"1,133.79",,69042425,/1/11455/11457/11464/12596/12896/15995/13478
KRW/USD,,,,898.77,,,,,,,"29,000,000,000.00",,,,1.00,,"1,133.68",1.00,,,0.00,0.00,,1.00,Forex,KRW/USD,,,,,,,,,,,"146,846.00",AVTHG003,FX,USD,,0.00,,67417109,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2016/08/19 NDF,,,,34.73,0.00,,,,,,"-988,325.73","-28,935.03",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2016/08/19 NDF,,,,,,,,,,,"154,657.00",AVTHG003,NDF,KRW,,"1,133.79",,69033377,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2016/09/27 NDF,,,,-1.84,0.00,,,,,,"52,373.57","1,541.80",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2016/09/27 NDF,,,,,,,,,,,"156,383.00",AVTHG003,NDF,KRW,,"1,133.79",,69117299,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2016/10/18 NDF,,,,-20.45,0.00,,,,,,"582,000.19","16,151.07",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2016/10/18 NDF,,,,,,,,,,,"159,435.00",AVTHG003,NDF,KRW,,"1,133.79",,69140380,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2016/12/08 NDF,,,,-67.00,-0.01,,,,,,"1,906,646.92","22,833.53",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2016/12/08 NDF,,,,,,,,,,,"160,539.00",AVTHG003,NDF,KRW,,"1,133.79",,69159042,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2017/01/20 NDF,,,,-24.38,0.00,,,,,,"693,891.56","-19,465.62",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2017/01/20 NDF,,,,,,,,,,,"165,671.00",AVTHG003,NDF,KRW,,"1,133.79",,69305622,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2017/03/17 NDF,,,,38.77,0.01,,,,,,"-1,103,271.39","12,169.45",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2017/03/17 NDF,,,,,,,,,,,"166,705.00",AVTHG003,NDF,KRW,,"1,133.79",,69315770,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2017/06/23 NDF,,,,-9.59,0.00,,,,,,"272,867.35","-2,023.08",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2017/06/23 NDF,,,,,,,,,,,"172,724.00",AVTHG003,NDF,KRW,,"1,133.79",,69369862,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2017/09/18 NDF,,,,24.82,0.00,,,,,,"-706,401.77",-806.14,,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2017/09/18 NDF,,,,,,,,,,,"188,489.00",AVTHG003,NDF,KRW,,"1,133.79",,69599846,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2017/12/14 NDF,,,,80.20,0.01,,,,,,"-2,282,542.89","-87,964.09",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2017/12/14 NDF,,,,,,,,,,,"190,877.00",AVTHG003,NDF,KRW,,"1,133.79",,69658298,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2018/03/23 NDF,,,,14.88,0.00,,,,,,"-423,557.96","-24,356.63",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2018/03/23 NDF,,,,,,,,,,,"206,407.00",AVTHG003,NDF,KRW,,"1,133.79",,69863119,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2018/06/22 NDF,,,,"-1,159.55",-0.16,,,,,,"33,000,000.00","1,929,140.70",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2018/06/22 NDF,,,,,,,,,,,"222,846.00",AVTHG003,NDF,KRW,,"1,133.79",,70078061,/1/11455/11457/11464/12596/12896/15995/13478
KRW versus USD 2018/06/22 NDF,,,,"1,091.79",0.15,,,,,,"35,227,950,000.00","-824,070.53",,,1.00,,"1,133.68",1.00,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,KRW versus USD 2018/06/22 NDF,,,,,,,,,,,"242,223.00",AVTHG003,NDF,USD,,0.00,,70297390,/1/11455/11457/11464/12596/12896/15995/13478
USD versus KRW 2018/11/21 NDF,,,,,0.62,,,,,,"16,000,000.00","47,550.78",,,1.00,,1.00,"1,133.68",,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus KRW 2018/11/21 NDF,,,,,,,,,,,"269,238.00",AVTHG003,NDF,KRW,,"1,132.77",,70577029,/1/11455/11457/11464/12596/12896/15995/13478
USD versus CNY 2014/03/31 NDF,,,,9.63,0.00,,,,,,"-19,523.31","-2,252.38",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/03/31 NDF,,,,,,,,,,,"105,300.00",AVTHG003,NDF,CNY,,6.94,,68893250,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/12/09 NDF,,,,32.02,0.00,,,,,,"-64,890.10","-7,572.21",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/12/09 NDF,,,,,,,,,,,"106,192.00",AVTHG003,NDF,CNY,,6.94,,68895277,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2015/02/10 NDF,,,,-19.10,0.00,,,,,,"38,700.00","4,578.39",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2015/02/10 NDF,,,,,,,,,,,"110,446.00",AVTHG003,NDF,CNY,,6.94,,68904566,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/08/14 NDF,,,,-45.97,-0.01,,,,,,"93,144.98","10,676.31",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/08/14 NDF,,,,,,,,,,,"113,157.00",AVTHG003,NDF,CNY,,6.94,,68913311,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/12/22 NDF,,,,-119.76,-0.02,,,,,,"242,666.88","28,939.16",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/12/22 NDF,,,,,,,,,,,"115,269.00",AVTHG003,NDF,CNY,,6.94,,68922473,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/09/22 NDF,,,,39.97,0.01,,,,,,"-80,988.78","-9,314.43",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/09/22 NDF,,,,,,,,,,,"115,272.00",AVTHG003,NDF,CNY,,6.94,,68922474,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/10/22 NDF,,,,17.03,0.00,,,,,,"-34,508.02","-3,996.05",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/10/22 NDF,,,,,,,,,,,"116,534.00",AVTHG003,NDF,CNY,,6.94,,68929320,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/10/21 NDF,,,,-10.65,0.00,,,,,,"21,577.35","2,507.36",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/10/21 NDF,,,,,,,,,,,"117,132.00",AVTHG003,NDF,CNY,,6.94,,68931860,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/12/16 NDF,,,,141.64,0.02,,,,,,"-287,003.14","-34,271.90",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/12/16 NDF,,,,,,,,,,,"117,382.00",AVTHG003,NDF,CNY,,6.94,,68933368,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2014/12/24 NDF,,,,10.64,0.00,,,,,,"-21,561.58","-2,563.56",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2014/12/24 NDF,,,,,,,,,,,"120,509.00",AVTHG003,NDF,CNY,,6.94,,68944884,/1/11455/11457/11464/12596/12896/13775
USD versus CNY 2015/07/07 NDF,,,,308.03,0.05,,,,,,"-624,182.47","-74,751.10",,,1.00,,0.14,6.94,,,0.00,0.00,,1.00,Non Deliverable Forward Forex,USD versus CNY 2015/07/07 NDF,,,,,,,,,,,"121,192.00",AVTHG003,NDF,CNY,,6.94,,68948208,/1/11455/11457/11464/12596/12896/13775
HKD/USD,,,,914.96,,,,,,,"138,051,082.28",,,,1.00,,7.84,1.00,,,0.00,0.00,,1.00,Forex,HKD/USD,,,,,,,,,,,"90,370.00",AVTHG003,FX,USD,,0.13,,67356767,/1/11455/11457/11464/12596/12896/13476
USD/HKD,,,,"-2,717.35",,,,,,,"52,292,959.47",,,,1.00,,1.00,7.84,,,0.00,0.00,,1.00,Forex,USD/HKD,,,,,,,,,,,"123,388.00",AVTHG003,FX,HKD,,7.84,,67345666,/1/11455/11457/11464/12596/12896/13476
USD/JPY,,,,"16,703.11",,,,,,,"-167,662,632.82",,,,1.00,,0.01,112.55,,,0.00,0.00,,1.00,Forex,USD/JPY,,,,,,,,,,,"81,661.00",AVTHG003,FX,JPY,,105.15,,67355002,/1/11455/11457/11464/12596/12896/13475
JPY/USD,,,,"-11,226.20",,,,,,,"-12,685,004,010.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,JPY/USD,,,,,,,,,,,"118,940.00",AVTHG003,FX,USD,,0.01,,67351417,/1/11455/11457/11464/12596/12896/13475
USD/SGD,,,,-0.16,,,,,,,"5,183.43",,,,1.00,,1.00,1.38,,,0.00,0.00,,1.00,Forex,USD/SGD,,,,,,,,,,,"90,372.00",AVTHG003,FX,SGD,,1.33,,67360930,/1/11455/11457/11464/12596/12896/13477
HKD/USD,,,,"-5,633.51",,,,,,,"-850,000,000.00",,,,1.00,,1.00,1.00,,,0.00,0.00,,1.00,Forex,HKD/USD,,,,,,,,,,,"144,400.00",AVTHG003,FX,USD,,0.13,,67356767,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@32.75 12/28/2018,"881,764.42","-680,014.54","-33,552.74","8,888.12",-15.13,,,,,,-1.00,"1,682,394.40",,"10,136.76",0.00,"6,912,680.36",0.13,7.84,,,0.00,"-236,900,000.00",,"2,369,000.00",Total Return Swaps,VarSwp HSCEI Index@32.75 12/28/2018,-2.00,,1.00,,"881,633.47","6,912,680.36",,,"263,079.11",,"167,460.00",AVTHG003,VARS,HKD,"-236,900,000.00",-5.54,HKD,69322830,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@32.4 12/28/2018,"890,316.05","-686,609.54","-33,878.14","8,972.46",-13.96,,,,,,-1.00,"1,629,384.99",,"10,136.76",0.00,"6,979,721.71",0.13,7.84,,,0.00,"-239,197,530.86",,"2,391,975.31",Total Return Swaps,VarSwp HSCEI Index@32.4 12/28/2018,-2.02,,1.00,,"890,183.83","6,979,721.71",,,"265,630.54",,"167,555.00",AVTHG003,VARS,HKD,"-239,197,530.86",-5.32,HKD,69323772,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@31.8 12/28/2018,"907,114.47","-699,564.43","-34,517.35","9,138.54",-11.96,,,,,,-1.00,"1,540,807.19",,"10,136.76",0.00,"7,111,414.57",0.13,7.84,,,0.00,"-243,710,691.82",,"2,437,106.92",Total Return Swaps,VarSwp HSCEI Index@31.8 12/28/2018,-2.06,,1.00,,"906,979.75","7,111,414.57",,,"270,642.43",,"168,087.00",AVTHG003,VARS,HKD,"-243,710,691.82",-4.93,HKD,69328304,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@31.8 12/28/2018,"907,114.47","-699,564.43","-34,517.35","9,138.54",-11.96,,,,,,-1.00,"1,540,807.19",,"10,136.76",0.00,"7,111,414.57",0.13,7.84,,,0.00,"-243,710,691.82",,"2,437,106.92",Total Return Swaps,VarSwp HSCEI Index@31.8 12/28/2018,-2.06,,1.00,,"906,979.75","7,111,414.57",,,"270,642.43",,"168,088.00",AVTHG003,VARS,HKD,"-243,710,691.82",-4.93,HKD,69328306,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@31.9 12/28/2018,"904,270.85","-697,371.44","-34,409.15","9,110.42",-12.29,,,,,,-1.00,"1,555,647.15",,"10,136.76",0.00,"7,089,121.74",0.13,7.84,,,0.00,"-242,946,708.46",,"2,429,467.08",Total Return Swaps,VarSwp HSCEI Index@31.9 12/28/2018,-2.06,,1.00,,"904,136.56","7,089,121.74",,,"269,794.02",,"168,089.00",AVTHG003,VARS,HKD,"-242,946,708.46",-5.00,HKD,69328310,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@31.8 12/28/2018,"4,535,572.33","-3,497,822.17","-172,586.76","45,692.70",-59.79,,,,,,-1.00,"7,704,035.95",,"10,136.76",0.00,"35,557,072.86",0.13,7.84,,,0.00,"-1,218,553,459.12",,"12,185,534.59",Total Return Swaps,VarSwp HSCEI Index@31.8 12/28/2018,-10.31,,1.00,,"4,534,898.77","35,557,072.86",,,"1,353,212.16",,"168,098.00",AVTHG003,VARS,HKD,"-1,218,553,459.12",-4.93,HKD,69328617,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 C 9600,"-165,745,430.19","-7,001,037.40","-339,838.09","87,080.04","-3,194.63",,,,,,"-3,550.00","51,163,364.03","9,600.00","10,136.76",0.72,"-1,299,377,874.49",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 C 9600,376.83,15.01,1.00,"-5,607,934.85","-165,720,815.71",,"1,299,377,874.49",,"2,664,590.40",HCEI09600L8.HF,"168,100.00",AVTHG003,LOIX,HKD,,"2,351.00",HKD,69328623,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 P 9600,"176,303,945.93","-19,072,403.59","-925,795.54","234,227.55","3,392.83",,,,,,"-9,671.00","-1,273.49","9,600.00","10,136.76",-0.28,"1,382,152,414.53",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 P 9600,-400.22,15.01,1.00,"-12,827,976.40","176,277,763.44","1,382,152,414.53",,,"7,258,944.72",HCEI09600X8.HF,"168,101.00",AVTHG003,LOIX,HKD,,72.00,HKD,69328624,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 C 12600,"239,275.25","59,443.63","2,573.55",-573.20,4.57,,,,,,210.00,"-1,012,258.54","12,600.00","10,136.76",0.02,"1,875,822.22",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 C 12600,-0.54,1.92,1.00,"8,198.89","239,239.71","1,875,822.22",,"20,178.63",,HCEI12600L8.HF,"168,474.00",AVTHG003,LOIX,HKD,,23.00,HKD,69332735,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Dec17-Dec18 FWD Vars 31.1,"928,650.86","-716,173.24","-35,336.85","9,351.75",-9.59,,,,,,-1.00,"1,437,761.50",,"10,136.76",0.00,"7,280,251.25",0.13,7.84,,,0.00,"-249,496,784.57",,"2,494,967.85",Total Return Swaps,VarSwp HSCEI Dec17-Dec18 FWD Vars 31.1,-2.11,,1.00,,"928,512.94","7,280,251.25",,,"277,067.93",,"169,326.00",AVTHG003,VARS,HKD,"-249,496,784.57",-4.49,HKD,69341510,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Dec17-Dec18 30.8,"936,566.24","-722,277.56","-35,638.05","9,429.86",-8.54,,,,,,-1.00,"1,390,625.57",,"10,136.76",0.00,"7,342,304.66",0.13,7.84,,,0.00,"-251,623,376.62",,"2,516,233.77",Total Return Swaps,VarSwp HSCEI Dec17-Dec18 30.8,-2.13,,1.00,,"936,427.15","7,342,304.66",,,"279,429.52",,"169,457.00",AVTHG003,VARS,HKD,"-251,623,376.62",-4.31,HKD,69342228,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@27.55 12/28/2018,"424,188.76","-327,133.32","-16,141.15","4,281.33",-11.20,,,,,,-1.00,"1,015,278.80",,"10,136.76",0.00,"3,325,470.20",0.13,7.84,,,0.00,"-211,252,268.60",,"2,112,522.69",Total Return Swaps,VarSwp HSCEI Index@27.55 12/28/2018,-0.96,,1.00,,"424,125.76","3,325,470.20",,,"126,558.98",,"170,593.00",AVTHG003,VARS,HKD,"-211,252,268.60",-3.76,HKD,69350652,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 P 10000,"148,349,921.33","-13,161,749.57","-611,236.40","147,804.52","2,856.80",,,,,,"-5,521.00","-3,942,748.35","10,000.00","10,136.76",-0.42,"1,163,004,043.26",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 P 10000,-336.99,17.36,1.00,"-12,115,744.57","148,327,890.22","1,163,004,043.26",,,"4,792,560.59",HCEI10000X8.HF,"170,594.00",AVTHG003,LOIX,HKD,,148.00,HKD,69350656,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 C 10000,"28,841,068.24","1,807,028.83","83,919.07","-20,527.66",555.83,,,,,,758.00,"-5,073,697.61","10,000.00","10,136.76",0.59,"226,102,438.57",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 C 10000,-65.56,17.36,1.00,"1,855,391.65","28,836,785.12","226,102,438.57",,"657,989.66",,HCEI10000L8.HF,"170,595.00",AVTHG003,LOIX,HKD,,"2,418.00",HKD,69350657,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 P 10400,"-365,565,503.43","25,016,170.22","1,116,176.07","-258,756.85","-7,043.41",,,,,,"9,976.00","9,300,542.09","10,400.00","10,136.76",-0.57,"-2,865,887,320.66",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 P 10400,830.84,17.55,1.00,"17,551,539.29","-365,511,214.13",,"2,865,887,320.66","8,751,673.61",,HCEI10400X8.HF,"170,930.00",AVTHG003,LOIX,HKD,,200.00,HKD,69353823,/1/11455/11457/11464/12596/12637
HSCE 28/12/18 C 10400,"151,268,700.88","13,415,849.11","598,590.82","-140,426.51","2,914.07",,,,,,"5,350.00","-32,067,081.13","10,400.00","10,136.76",0.44,"1,185,886,107.39",0.13,7.84,,,0.00,0.00,,50.00,Listed Options,HSCE 28/12/18 C 10400,-343.74,17.55,1.00,"10,767,618.43","151,246,236.31","1,185,886,107.39",,"4,693,409.56",,HCEI10400L8.HF,"170,931.00",AVTHG003,LOIX,HKD,,"2,303.00",HKD,69353824,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@29.75 12/28/2018,"970,872.64","-748,734.58","-36,943.47","9,769.62",-4.85,,,,,,-1.00,"1,230,781.97",,"10,136.76",0.00,"7,611,253.14",0.13,7.84,,,0.00,"-260,840,336.13",,"2,608,403.36",Total Return Swaps,VarSwp HSCEI Index@29.75 12/28/2018,-2.21,,1.00,,"970,728.46","7,611,253.14",,,"289,665.02",,"171,303.00",AVTHG003,VARS,HKD,"-260,840,336.13",-3.68,HKD,69357195,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@29.75 12/28/2018,"970,872.64","-748,734.58","-36,943.47","9,769.62",-4.85,,,,,,-1.00,"1,230,781.97",,"10,136.76",0.00,"7,611,253.14",0.13,7.84,,,0.00,"-260,840,336.13",,"2,608,403.36",Total Return Swaps,VarSwp HSCEI Index@29.75 12/28/2018,-2.21,,1.00,,"970,728.46","7,611,253.14",,,"289,665.02",,"171,304.00",AVTHG003,VARS,HKD,"-260,840,336.13",-3.68,HKD,69357197,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@29.75 12/28/2018,"970,872.64","-748,734.58","-36,943.47","9,769.62",-4.85,,,,,,-1.00,"1,230,781.97",,"10,136.76",0.00,"7,611,253.14",0.13,7.84,,,0.00,"-260,840,336.13",,"2,608,403.36",Total Return Swaps,VarSwp HSCEI Index@29.75 12/28/2018,-2.21,,1.00,,"970,728.46","7,611,253.14",,,"289,665.02",,"171,435.00",AVTHG003,VARS,HKD,"-260,840,336.13",-3.68,HKD,69358211,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@27.76 12/28/2018,"1,140,114.66","-879,253.61","-43,383.43","11,507.43",-30.29,,,,,,-1.00,"2,739,357.98",,"10,136.76",0.00,"8,938,042.93",0.13,7.84,,,0.00,"-559,077,809.80",,"5,590,778.10",Total Return Swaps,VarSwp HSCEI Index@27.76 12/28/2018,-2.59,,1.00,,"1,139,945.35","8,938,042.93",,,"340,159.28",,"171,762.00",AVTHG003,VARS,HKD,"-559,077,809.80",-3.83,HKD,69360432,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Dec17-Dec18 29.81 JPM,"2,422,296.29","-1,868,068.91","-92,172.77","24,375.67",-12.65,,,,,,-1.00,"3,100,321.59",,"10,136.76",0.00,"18,989,834.02",0.13,7.84,,,0.00,"-650,788,326.07",,"6,507,883.26",Total Return Swaps,VarSwp HSCEI Dec17-Dec18 29.81 JPM,-5.51,,1.00,,"2,421,936.56","18,989,834.02",,,"722,705.00",,"171,916.00",AVTHG003,VARS,HKD,"-650,788,326.07",-3.71,HKD,69361643,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Dec17-Dec18 29.7 SG,"2,431,267.76","-1,874,987.69","-92,514.15","24,464.49",-11.67,,,,,,-1.00,"3,057,456.25",,"10,136.76",0.00,"19,060,166.73",0.13,7.84,,,0.00,"-653,198,653.20",,"6,531,986.53",Total Return Swaps,VarSwp HSCEI Dec17-Dec18 29.7 SG,-5.53,,1.00,,"2,430,906.70","19,060,166.73",,,"725,381.68",,"171,919.00",AVTHG003,VARS,HKD,"-653,198,653.20",-3.65,HKD,69361656,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@29.75 12/28/2018,"971,604.55","-749,299.02","-36,971.32","9,776.98",-4.85,,,,,,-1.00,"1,231,709.81",,"10,136.76",0.00,"7,616,991.00",0.13,7.84,,,0.00,"-261,036,974.79",,"2,610,369.75",Total Return Swaps,VarSwp HSCEI Index@29.75 12/28/2018,-2.21,,1.00,,"971,460.26","7,616,991.00",,,"289,883.39",,"172,031.00",AVTHG003,VARS,HKD,"-261,036,974.79",-3.68,HKD,69363010,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Dec17-Dec18 29.76 JPM,"2,428,648.55","-1,872,967.75","-92,414.49","24,438.93",-12.22,,,,,,-1.00,"3,083,749.99",,"10,136.76",0.00,"19,039,633.14",0.13,7.84,,,0.00,"-652,494,959.68",,"6,524,949.60",Total Return Swaps,VarSwp HSCEI Dec17-Dec18 29.76 JPM,-5.52,,1.00,,"2,428,287.87","19,039,633.14",,,"724,600.23",,"172,164.00",AVTHG003,VARS,HKD,"-652,494,959.68",-3.68,HKD,69364043,/1/11455/11457/11464/12596/12637
VarSwp HSCEI Index@29.9 12/28/2018,"1,207,502.55","-931,222.98","-45,947.67","12,151.75",-6.73,,,,,,-1.00,"1,567,653.54",,"10,136.76",0.00,"9,466,336.99",0.13,7.84,,,0.00,"-324,414,715.72",,"3,244,147.16",Total Return Swaps,VarSwp HSCEI Index@29.9 12/28/2018,-2.75,,1.00,,"1,207,323.23","9,466,336.99",,,"360,264.82",,"172,357.00",AVTHG003,VARS,HKD,"-324,414,715.72",-3.77,HKD,69365365,/1/11455/11457/11464/12596/12637
